,timestamp,stored,actor,verb,object,result
1192,2023-03-10 12:01:18.885000+00:00,2023-03-10T12:01:18.885Z,Tablet 2,Swiped,Right,"{""score"":{""raw"":0}}"
1191,2023-03-10 12:01:19.092000+00:00,2023-03-10T12:01:19.092Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
1190,2023-03-10 12:01:19.491000+00:00,2023-03-10T12:01:19.491Z,iPad1,Swiped,Left,"{""score"":{""raw"":0}}"
1189,2023-03-10 12:01:21.950000+00:00,2023-03-10T12:01:21.950Z,Android1,Logged Out,Salesianos,"{""score"":{""raw"":0}}"
1188,2023-03-10 12:01:38.073000+00:00,2023-03-10T12:01:38.073Z,Tablet1,Logged Out,Salesianos,"{""score"":{""raw"":0}}"
1187,2023-03-10 12:01:39.321000+00:00,2023-03-10T12:01:39.321Z,Android4,Logged Out,Salesianos,"{""score"":{""raw"":0}}"
1186,2023-03-10 12:01:40.266000+00:00,2023-03-10T12:01:40.266Z,Android2,Logged Out,Salesianos,"{""score"":{""raw"":0}}"
1185,2023-03-10 12:01:40.745000+00:00,2023-03-10T12:01:40.745Z,Tablet 2,Logged Out,Salesianos,"{""score"":{""raw"":0}}"
1184,2023-03-10 12:02:17.558000+00:00,2023-03-10T12:02:17.558Z,PC003,Logged In,Salesianos,
1183,2023-03-10 12:02:17.831000+00:00,2023-03-10T12:02:17.831Z,PC006,Logged In,Salesianos,
1182,2023-03-10 12:02:18.553000+00:00,2023-03-10T12:02:18.553Z,PC004,Logged In,Salesianos,
1181,2023-03-10 12:02:18.832000+00:00,2023-03-10T12:02:18.832Z,Teacher,Logged In,Salesianos,
1180,2023-03-10 12:02:19.776000+00:00,2023-03-10T12:02:19.776Z,PC007,Logged In,Salesianos,
1179,2023-03-10 12:02:20.510000+00:00,2023-03-10T12:02:20.510Z,iPad2,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1178,2023-03-10 12:02:21.824000+00:00,2023-03-10T12:02:21.824Z,iPad2,Placed,Earth,"{""score"":{""raw"":0}}"
1177,2023-03-10 12:02:22.062000+00:00,2023-03-10T12:02:22.062Z,iPhone 1,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1176,2023-03-10 12:02:22.451000+00:00,2023-03-10T12:02:22.451Z,PC002,Logged In,Salesianos,
1175,2023-03-10 12:02:23.052000+00:00,2023-03-10T12:02:23.052Z,Android2,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1174,2023-03-10 12:02:24.078000+00:00,2023-03-10T12:02:24.078Z,Tablet 2,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1173,2023-03-10 12:02:24.088000+00:00,2023-03-10T12:02:24.088Z,Tablet1,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1172,2023-03-10 12:02:24.557000+00:00,2023-03-10T12:02:24.557Z,iPad2,Placed,Earth,"{""score"":{""raw"":0}}"
1171,2023-03-10 12:02:25.590000+00:00,2023-03-10T12:02:25.590Z,Android1,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1170,2023-03-10 12:02:26.594000+00:00,2023-03-10T12:02:26.594Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1169,2023-03-10 12:02:26.594000+00:00,2023-03-10T12:02:26.594Z,Android4,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1168,2023-03-10 12:02:26.701000+00:00,2023-03-10T12:02:26.701Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1167,2023-03-10 12:02:26.796000+00:00,2023-03-10T12:02:26.796Z,iPhone 1,Placed,Earth,"{""score"":{""raw"":0}}"
1166,2023-03-10 12:02:27.358000+00:00,2023-03-10T12:02:27.358Z,PC009,Logged In,Salesianos,
1165,2023-03-10 12:02:27.435000+00:00,2023-03-10T12:02:27.435Z,PC008,Logged In,Salesianos,
1164,2023-03-10 12:02:28.144000+00:00,2023-03-10T12:02:28.144Z,iPad1,Logged In,Salesianos,"{""score"":{""raw"":0}}"
1163,2023-03-10 12:02:31.933000+00:00,2023-03-10T12:02:31.933Z,iPad1,Placed,Earth,"{""score"":{""raw"":0}}"
1162,2023-03-10 12:02:32.123000+00:00,2023-03-10T12:02:32.123Z,Android2,Placed,Earth,"{""score"":{""raw"":0}}"
1161,2023-03-10 12:02:34.282000+00:00,2023-03-10T12:02:34.282Z,Tablet1,Placed,Earth,"{""score"":{""raw"":0}}"
1160,2023-03-10 12:02:37.529000+00:00,2023-03-10T12:02:37.529Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1159,2023-03-10 12:02:38.959000+00:00,2023-03-10T12:02:38.959Z,Android4,Placed,Earth,"{""score"":{""raw"":0}}"
1158,2023-03-10 12:02:48.031000+00:00,2023-03-10T12:02:48.031Z,Android1,Placed,Earth,"{""score"":{""raw"":0}}"
1157,2023-03-10 12:02:51.382000+00:00,2023-03-10T12:02:51.382Z,Tablet 2,Placed,Earth,"{""score"":{""raw"":0}}"
1156,2023-03-10 12:02:51.631000+00:00,2023-03-10T12:02:51.631Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
1155,2023-03-10 12:02:59.633000+00:00,2023-03-10T12:02:59.633Z,Teacher,Started,test,
1154,2023-03-10 12:02:59.666000+00:00,2023-03-10T12:02:59.666Z,Teacher,Asked,5/0,
1153,2023-03-10 12:03:16.551000+00:00,2023-03-10T12:03:16.551Z,iPad2,Accepted,0,"{""score"":{""raw"":0}}"
1152,2023-03-10 12:03:16.957000+00:00,2023-03-10T12:03:16.957Z,Teacher,Set Turn,iPad2,
1151,2023-03-10 12:03:23.895000+00:00,2023-03-10T12:03:23.895Z,Tablet1,Suggested,europe,"{""score"":{""raw"":0}}"
1150,2023-03-10 12:03:27.624000+00:00,2023-03-10T12:03:27.624Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1149,2023-03-10 12:03:28.234000+00:00,2023-03-10T12:03:28.234Z,Tablet 2,Swiped,Right,"{""score"":{""raw"":0}}"
1148,2023-03-10 12:03:28.337000+00:00,2023-03-10T12:03:28.337Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1147,2023-03-10 12:03:29.012000+00:00,2023-03-10T12:03:29.012Z,iPad1,Suggested,europe,"{""score"":{""raw"":0}}"
1146,2023-03-10 12:03:30.262000+00:00,2023-03-10T12:03:30.262Z,PC007,Suggested,europe,
1145,2023-03-10 12:03:30.322000+00:00,2023-03-10T12:03:30.322Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
1144,2023-03-10 12:03:30.970000+00:00,2023-03-10T12:03:30.970Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1143,2023-03-10 12:03:31.116000+00:00,2023-03-10T12:03:31.116Z,Android1,Swiped,Right,"{""score"":{""raw"":0}}"
1142,2023-03-10 12:03:32.154000+00:00,2023-03-10T12:03:32.154Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1141,2023-03-10 12:03:32.211000+00:00,2023-03-10T12:03:32.211Z,PC008,Suggested,europe,
1140,2023-03-10 12:03:32.272000+00:00,2023-03-10T12:03:32.272Z,iPhone 1,Suggested,europe,"{""score"":{""raw"":0}}"
1139,2023-03-10 12:03:33.307000+00:00,2023-03-10T12:03:33.307Z,Android1,Swiped,Left,"{""score"":{""raw"":0}}"
1138,2023-03-10 12:03:33.895000+00:00,2023-03-10T12:03:33.895Z,Android4,Suggested,europe,"{""score"":{""raw"":0}}"
1137,2023-03-10 12:03:33.903000+00:00,2023-03-10T12:03:33.903Z,PC009,Suggested,europe,
1136,2023-03-10 12:03:35.346000+00:00,2023-03-10T12:03:35.346Z,Tablet1,Swiped,Right,"{""score"":{""raw"":0}}"
1135,2023-03-10 12:03:35.611000+00:00,2023-03-10T12:03:35.611Z,PC002,Suggested,europe,
1134,2023-03-10 12:03:35.856000+00:00,2023-03-10T12:03:35.856Z,Tablet 2,Suggested,europe,"{""score"":{""raw"":0}}"
1133,2023-03-10 12:03:35.908000+00:00,2023-03-10T12:03:35.908Z,PC004,Suggested,europe,
1132,2023-03-10 12:03:36.104000+00:00,2023-03-10T12:03:36.104Z,Android1,Suggested,africa,"{""score"":{""raw"":0}}"
1131,2023-03-10 12:03:37.175000+00:00,2023-03-10T12:03:37.175Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1130,2023-03-10 12:03:38.540000+00:00,2023-03-10T12:03:38.540Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1129,2023-03-10 12:03:39.841000+00:00,2023-03-10T12:03:39.841Z,PC003,Suggested,europe,
1128,2023-03-10 12:03:42.985000+00:00,2023-03-10T12:03:42.985Z,Android2,Suggested,europe,"{""score"":{""raw"":0}}"
1127,2023-03-10 12:03:46.578000+00:00,2023-03-10T12:03:46.578Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1126,2023-03-10 12:03:47.718000+00:00,2023-03-10T12:03:47.718Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1125,2023-03-10 12:03:51.346000+00:00,2023-03-10T12:03:51.346Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1124,2023-03-10 12:03:54.485000+00:00,2023-03-10T12:03:54.485Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1123,2023-03-10 12:03:55.650000+00:00,2023-03-10T12:03:55.650Z,iPad2,Swiped,Left,"{""score"":{""raw"":0}}"
1122,2023-03-10 12:03:55.805000+00:00,2023-03-10T12:03:55.805Z,PC006,Suggested,europe,
1121,2023-03-10 12:03:57.121000+00:00,2023-03-10T12:03:57.121Z,iPad2,Ran Out,0,"{""score"":{""raw"":0}}"
1120,2023-03-10 12:03:57.334000+00:00,2023-03-10T12:03:57.334Z,Teacher,Asked,5/0,
1119,2023-03-10 12:04:00.229000+00:00,2023-03-10T12:04:00.229Z,Tablet 2,Swiped,Right,"{""score"":{""raw"":0}}"
1118,2023-03-10 12:04:01.388000+00:00,2023-03-10T12:04:01.388Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1117,2023-03-10 12:04:01.438000+00:00,2023-03-10T12:04:01.438Z,Tablet 2,Swiped,Right,"{""score"":{""raw"":0}}"
1116,2023-03-10 12:04:01.449000+00:00,2023-03-10T12:04:01.449Z,iPhone 1,Accepted,0,"{""score"":{""raw"":0}}"
1115,2023-03-10 12:04:01.541000+00:00,2023-03-10T12:04:01.541Z,Teacher,Set Turn,iPhone_1,
1114,2023-03-10 12:04:05.200000+00:00,2023-03-10T12:04:05.200Z,PC003,Suggested,europe,
1113,2023-03-10 12:04:06.863000+00:00,2023-03-10T12:04:06.863Z,PC009,Suggested,europe,
1112,2023-03-10 12:04:09.725000+00:00,2023-03-10T12:04:09.725Z,iPhone 1,Swiped,Left,"{""score"":{""raw"":0}}"
1111,2023-03-10 12:04:09.846000+00:00,2023-03-10T12:04:09.846Z,iPad1,Suggested,europe,"{""score"":{""raw"":0}}"
1110,2023-03-10 12:04:10.137000+00:00,2023-03-10T12:04:10.137Z,Tablet 2,Suggested,europe,"{""score"":{""raw"":0}}"
1109,2023-03-10 12:04:10.377000+00:00,2023-03-10T12:04:10.377Z,iPhone 1,Swiped,Left,"{""score"":{""raw"":0}}"
1108,2023-03-10 12:04:10.881000+00:00,2023-03-10T12:04:10.881Z,PC008,Suggested,europe,
1107,2023-03-10 12:04:11.487000+00:00,2023-03-10T12:04:11.487Z,iPhone 1,Swiped,Left,"{""score"":{""raw"":0}}"
1106,2023-03-10 12:04:12.445000+00:00,2023-03-10T12:04:12.445Z,iPhone 1,Swiped,Right,"{""score"":{""raw"":0}}"
1105,2023-03-10 12:04:14.115000+00:00,2023-03-10T12:04:14.115Z,PC007,Suggested,europe,
1104,2023-03-10 12:04:14.953000+00:00,2023-03-10T12:04:14.953Z,Tablet1,Suggested,europe,"{""score"":{""raw"":0}}"
1103,2023-03-10 12:04:16.822000+00:00,2023-03-10T12:04:16.822Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1102,2023-03-10 12:04:17.388000+00:00,2023-03-10T12:04:17.388Z,Android2,Swiped,Left,"{""score"":{""raw"":0}}"
1101,2023-03-10 12:04:18.425000+00:00,2023-03-10T12:04:18.425Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1100,2023-03-10 12:04:19.407000+00:00,2023-03-10T12:04:19.407Z,iPad2,Suggested,europe,"{""score"":{""raw"":0}}"
1099,2023-03-10 12:04:20.880000+00:00,2023-03-10T12:04:20.880Z,iPad1,Swiped,Left,"{""score"":{""raw"":0}}"
1098,2023-03-10 12:04:22.028000+00:00,2023-03-10T12:04:22.028Z,PC002,Suggested,europe,
1097,2023-03-10 12:04:22.060000+00:00,2023-03-10T12:04:22.060Z,PC006,Suggested,europe,
1096,2023-03-10 12:04:23.143000+00:00,2023-03-10T12:04:23.143Z,iPhone 1,Placed,"(0.37046387385144497,_0.3210237599378206, 0.09849016117744623), (39.94, 14.89)",
1095,2023-03-10 12:04:27.227000+00:00,2023-03-10T12:04:27.227Z,Android4,Suggested,europe,"{""score"":{""raw"":0}}"
1094,2023-03-10 12:04:27.759000+00:00,2023-03-10T12:04:27.759Z,Android2,Suggested,up,"{""score"":{""raw"":0}}"
1093,2023-03-10 12:04:27.840000+00:00,2023-03-10T12:04:27.840Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
1092,2023-03-10 12:04:28.034000+00:00,2023-03-10T12:04:28.034Z,Tablet 2,Swiped,Right,"{""score"":{""raw"":0}}"
1091,2023-03-10 12:04:28.243000+00:00,2023-03-10T12:04:28.243Z,PC007,Suggested,up,
1090,2023-03-10 12:04:29.264000+00:00,2023-03-10T12:04:29.264Z,iPad2,Suggested,up,"{""score"":{""raw"":0}}"
1089,2023-03-10 12:04:29.691000+00:00,2023-03-10T12:04:29.691Z,Android1,Suggested,up,"{""score"":{""raw"":0}}"
1088,2023-03-10 12:04:29.899000+00:00,2023-03-10T12:04:29.899Z,Tablet 2,Suggested,up,"{""score"":{""raw"":0}}"
1087,2023-03-10 12:04:30.743000+00:00,2023-03-10T12:04:30.743Z,Android4,Suggested,up,"{""score"":{""raw"":0}}"
1086,2023-03-10 12:04:31.033000+00:00,2023-03-10T12:04:31.033Z,PC002,Suggested,up,
1085,2023-03-10 12:04:31.624000+00:00,2023-03-10T12:04:31.624Z,PC004,Suggested,up,
1084,2023-03-10 12:04:31.905000+00:00,2023-03-10T12:04:31.905Z,Android1,Suggested,europe,"{""score"":{""raw"":0}}"
1083,2023-03-10 12:04:32.374000+00:00,2023-03-10T12:04:32.374Z,iPad1,Suggested,up,"{""score"":{""raw"":0}}"
1082,2023-03-10 12:04:32.495000+00:00,2023-03-10T12:04:32.495Z,Tablet1,Suggested,up,"{""score"":{""raw"":0}}"
1081,2023-03-10 12:04:34.399000+00:00,2023-03-10T12:04:34.399Z,PC009,Suggested,up,
1080,2023-03-10 12:04:36.804000+00:00,2023-03-10T12:04:36.804Z,iPhone 1,Sent,"(0.3478570580482483,_0.34704893827438354, 0.09247999638319016), (39.94, 14.89) 19",
1079,2023-03-10 12:04:36.808000+00:00,2023-03-10T12:04:36.808Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_iPhone_1"",""name"":""Earth"",""screenshot"":"""",""px"":0.3478570580482483,""py"":0.34704893827438354,""pz"":0.09247999638319016,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.4296983480453491,""ry"":0.339872807264328,""rz"":0.8172593116760254,""time_left"":19.152952194213867}",
1078,2023-03-10 12:04:36.832000+00:00,2023-03-10T12:04:36.832Z,Teacher,Assigned,7.72;iPhone_1,
1077,2023-03-10 12:04:38.566000+00:00,2023-03-10T12:04:38.566Z,Tablet1,Swiped,Left,"{""score"":{""raw"":0}}"
1076,2023-03-10 12:04:39.264000+00:00,2023-03-10T12:04:39.264Z,Tablet1,Swiped,Left,"{""score"":{""raw"":0}}"
1075,2023-03-10 12:04:39.472000+00:00,2023-03-10T12:04:39.472Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
1074,2023-03-10 12:04:39.845000+00:00,2023-03-10T12:04:39.845Z,Teacher,Asked,5/1,
1073,2023-03-10 12:04:45.450000+00:00,2023-03-10T12:04:45.450Z,iPad1,Swiped,Left,"{""score"":{""raw"":0}}"
1072,2023-03-10 12:04:47.730000+00:00,2023-03-10T12:04:47.730Z,Android2,Accepted,1,"{""score"":{""raw"":0}}"
1071,2023-03-10 12:04:47.836000+00:00,2023-03-10T12:04:47.836Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1070,2023-03-10 12:04:47.888000+00:00,2023-03-10T12:04:47.888Z,Teacher,Set Turn,Android2,
1069,2023-03-10 12:04:50.069000+00:00,2023-03-10T12:04:50.069Z,PC003,Suggested,europe,
1068,2023-03-10 12:04:52.346000+00:00,2023-03-10T12:04:52.346Z,Tablet 2,Suggested,europe,"{""score"":{""raw"":0}}"
1067,2023-03-10 12:04:52.903000+00:00,2023-03-10T12:04:52.903Z,PC009,Suggested,europe,
1066,2023-03-10 12:04:53.227000+00:00,2023-03-10T12:04:53.227Z,PC007,Suggested,europe,
1065,2023-03-10 12:04:53.570000+00:00,2023-03-10T12:04:53.570Z,PC002,Suggested,europe,
1064,2023-03-10 12:04:53.712000+00:00,2023-03-10T12:04:53.712Z,Android1,Swiped,Left,"{""score"":{""raw"":0}}"
1063,2023-03-10 12:04:54.282000+00:00,2023-03-10T12:04:54.282Z,Android4,Suggested,europe,"{""score"":{""raw"":0}}"
1062,2023-03-10 12:04:54.524000+00:00,2023-03-10T12:04:54.524Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1061,2023-03-10 12:04:55.458000+00:00,2023-03-10T12:04:55.458Z,iPad2,Swiped,Right,"{""score"":{""raw"":0}}"
1060,2023-03-10 12:04:55.554000+00:00,2023-03-10T12:04:55.554Z,iPad1,Suggested,europe,"{""score"":{""raw"":0}}"
1059,2023-03-10 12:04:56.382000+00:00,2023-03-10T12:04:56.382Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1058,2023-03-10 12:04:56.675000+00:00,2023-03-10T12:04:56.675Z,Tablet1,Suggested,europe,"{""score"":{""raw"":0}}"
1057,2023-03-10 12:04:57.120000+00:00,2023-03-10T12:04:57.120Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1056,2023-03-10 12:04:57.573000+00:00,2023-03-10T12:04:57.573Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1055,2023-03-10 12:04:58.126000+00:00,2023-03-10T12:04:58.126Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1054,2023-03-10 12:04:58.279000+00:00,2023-03-10T12:04:58.279Z,iPad2,Suggested,europe,"{""score"":{""raw"":0}}"
1053,2023-03-10 12:04:58.396000+00:00,2023-03-10T12:04:58.396Z,iPhone 1,Suggested,europe,"{""score"":{""raw"":0}}"
1052,2023-03-10 12:04:58.723000+00:00,2023-03-10T12:04:58.723Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1051,2023-03-10 12:04:59.342000+00:00,2023-03-10T12:04:59.342Z,Android2,Swiped,Left,"{""score"":{""raw"":0}}"
1050,2023-03-10 12:04:59.895000+00:00,2023-03-10T12:04:59.895Z,Android2,Swiped,Left,"{""score"":{""raw"":0}}"
1049,2023-03-10 12:05:00.643000+00:00,2023-03-10T12:05:00.643Z,Android2,Swiped,Left,"{""score"":{""raw"":0}}"
1048,2023-03-10 12:05:01.815000+00:00,2023-03-10T12:05:01.815Z,Android2,Swiped,Left,"{""score"":{""raw"":0}}"
1047,2023-03-10 12:05:03.075000+00:00,2023-03-10T12:05:03.075Z,PC008,Suggested,europe,
1046,2023-03-10 12:05:07.280000+00:00,2023-03-10T12:05:07.280Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
1045,2023-03-10 12:05:07.972000+00:00,2023-03-10T12:05:07.972Z,iPad1,Swiped,Right,"{""score"":{""raw"":0}}"
1044,2023-03-10 12:05:09.853000+00:00,2023-03-10T12:05:09.853Z,Android1,Suggested,africa,"{""score"":{""raw"":0}}"
1043,2023-03-10 12:05:11.151000+00:00,2023-03-10T12:05:11.151Z,PC004,Suggested,europe,
1042,2023-03-10 12:05:12.647000+00:00,2023-03-10T12:05:12.647Z,Android2,Placed,"(0.38506929627142844,_0.30822955487654385, -0.08195193332199552), (38.06, -12.01)",
1041,2023-03-10 12:05:15.713000+00:00,2023-03-10T12:05:15.713Z,Android2,Canceled,"(0.38506929627142844,_0.30822955487654385, -0.08195193332199552), (38.06, -12.01)",
1040,2023-03-10 12:05:21.271000+00:00,2023-03-10T12:05:21.271Z,PC006,Suggested,europe,
1039,2023-03-10 12:05:22.766000+00:00,2023-03-10T12:05:22.766Z,Android2,Placed,"(0.3590110097241027,_0.3479541735942822, 0.006261896238456117), (44.10, 1.00)",
1038,2023-03-10 12:05:24.274000+00:00,2023-03-10T12:05:24.274Z,Android1,Suggested,up,"{""score"":{""raw"":0}}"
1037,2023-03-10 12:05:25.028000+00:00,2023-03-10T12:05:25.028Z,iPad2,Suggested,up,"{""score"":{""raw"":0}}"
1036,2023-03-10 12:05:25.106000+00:00,2023-03-10T12:05:25.106Z,Tablet1,Suggested,up,"{""score"":{""raw"":0}}"
1035,2023-03-10 12:05:25.316000+00:00,2023-03-10T12:05:25.316Z,PC003,Suggested,up,
1034,2023-03-10 12:05:25.517000+00:00,2023-03-10T12:05:25.517Z,Tablet 2,Suggested,up,"{""score"":{""raw"":0}}"
1033,2023-03-10 12:05:25.790000+00:00,2023-03-10T12:05:25.790Z,PC007,Suggested,up,
1032,2023-03-10 12:05:27.871000+00:00,2023-03-10T12:05:27.871Z,PC002,Suggested,up,
1031,2023-03-10 12:05:28.190000+00:00,2023-03-10T12:05:28.190Z,Android4,Suggested,up,"{""score"":{""raw"":0}}"
1030,2023-03-10 12:05:28.690000+00:00,2023-03-10T12:05:28.690Z,iPad1,Swiped,Right,"{""score"":{""raw"":0}}"
1029,2023-03-10 12:05:31.016000+00:00,2023-03-10T12:05:31.016Z,PC008,Suggested,up,
1028,2023-03-10 12:05:31.286000+00:00,2023-03-10T12:05:31.286Z,iPhone 1,Swiped,Right,"{""score"":{""raw"":0}}"
1027,2023-03-10 12:05:37.358000+00:00,2023-03-10T12:05:37.358Z,Android2,Sent,"(0.3337985873222351,_0.3722161054611206, 0.005822139326483011), (44.10, 1.00) 14",
1026,2023-03-10 12:05:37.368000+00:00,2023-03-10T12:05:37.368Z,Teacher,Assigned,8.15;Android2,
1025,2023-03-10 12:05:37.369000+00:00,2023-03-10T12:05:37.369Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Android2"",""name"":""Earth"",""screenshot"":"""",""px"":0.3337985873222351,""py"":0.3722161054611206,""pz"":0.005822139326483011,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":-0.30284860730171204,""ry"":-0.18096525967121124,""rz"":-0.9338576793670654,""time_left"":14.329996109008789}",
1024,2023-03-10 12:05:40.157000+00:00,2023-03-10T12:05:40.157Z,Android1,Swiped,Left,"{""score"":{""raw"":0}}"
1023,2023-03-10 12:05:40.340000+00:00,2023-03-10T12:05:40.340Z,Tablet1,Swiped,Left,"{""score"":{""raw"":0}}"
1022,2023-03-10 12:05:40.392000+00:00,2023-03-10T12:05:40.392Z,Teacher,Asked,5/2,
1021,2023-03-10 12:05:40.904000+00:00,2023-03-10T12:05:40.904Z,iPad1,Swiped,Left,"{""score"":{""raw"":0}}"
1020,2023-03-10 12:05:41.444000+00:00,2023-03-10T12:05:41.444Z,iPhone 1,Swiped,Right,"{""score"":{""raw"":0}}"
1019,2023-03-10 12:05:44.979000+00:00,2023-03-10T12:05:44.979Z,iPhone 1,Swiped,Left,"{""score"":{""raw"":0}}"
1018,2023-03-10 12:05:45.699000+00:00,2023-03-10T12:05:45.699Z,Tablet1,Accepted,2,"{""score"":{""raw"":0}}"
1017,2023-03-10 12:05:45.844000+00:00,2023-03-10T12:05:45.844Z,Teacher,Set Turn,Tablet1,
1016,2023-03-10 12:05:49.602000+00:00,2023-03-10T12:05:49.602Z,iPad1,Suggested,europe,"{""score"":{""raw"":0}}"
1015,2023-03-10 12:05:50.068000+00:00,2023-03-10T12:05:50.068Z,Tablet1,Swiped,Left,"{""score"":{""raw"":0}}"
1014,2023-03-10 12:05:51.219000+00:00,2023-03-10T12:05:51.219Z,Tablet 2,Suggested,europe,"{""score"":{""raw"":0}}"
1013,2023-03-10 12:05:51.742000+00:00,2023-03-10T12:05:51.742Z,Android4,Suggested,europe,"{""score"":{""raw"":0}}"
1012,2023-03-10 12:05:53.848000+00:00,2023-03-10T12:05:53.848Z,iPhone 1,Suggested,europe,"{""score"":{""raw"":0}}"
1011,2023-03-10 12:05:56.803000+00:00,2023-03-10T12:05:56.803Z,Android2,Suggested,europe,"{""score"":{""raw"":0}}"
1010,2023-03-10 12:05:58.833000+00:00,2023-03-10T12:05:58.833Z,PC008,Suggested,europe,
1009,2023-03-10 12:05:59.198000+00:00,2023-03-10T12:05:59.198Z,iPad2,Suggested,europe,"{""score"":{""raw"":0}}"
1008,2023-03-10 12:05:59.779000+00:00,2023-03-10T12:05:59.779Z,PC003,Suggested,europe,
1007,2023-03-10 12:06:01.341000+00:00,2023-03-10T12:06:01.341Z,PC009,Suggested,europe,
1006,2023-03-10 12:06:01.732000+00:00,2023-03-10T12:06:01.732Z,PC007,Suggested,europe,
1005,2023-03-10 12:06:02.660000+00:00,2023-03-10T12:06:02.660Z,PC004,Suggested,europe,
1004,2023-03-10 12:06:02.891000+00:00,2023-03-10T12:06:02.891Z,PC006,Suggested,europe,
1003,2023-03-10 12:06:04.353000+00:00,2023-03-10T12:06:04.353Z,Android1,Suggested,europe,"{""score"":{""raw"":0}}"
1002,2023-03-10 12:06:04.380000+00:00,2023-03-10T12:06:04.380Z,PC002,Suggested,europe,
1001,2023-03-10 12:06:21.792000+00:00,2023-03-10T12:06:21.792Z,Tablet1,Placed,"(0.34215905666072316,_0.3627470573028919, 0.036630678047576304), (46.51, 6.11)",
1000,2023-03-10 12:06:23.789000+00:00,2023-03-10T12:06:23.789Z,PC003,Suggested,up,
999,2023-03-10 12:06:24.727000+00:00,2023-03-10T12:06:24.727Z,Android4,Suggested,down,"{""score"":{""raw"":0}}"
998,2023-03-10 12:06:24.739000+00:00,2023-03-10T12:06:24.739Z,Tablet1,Sent,"(0.30835631489753723,_0.39220741391181946, 0.033011842519044876), (46.51, 6.11) 5",
997,2023-03-10 12:06:24.752000+00:00,2023-03-10T12:06:24.752Z,Teacher,Assigned,7.72;Tablet1,
996,2023-03-10 12:06:24.789000+00:00,2023-03-10T12:06:24.789Z,Teacher,Checked,"{""type"":""Answer"",""sender"":""#u_s_Tablet1"",""name"":""Earth"",""screenshot"":"""",""px"":0.30835631489753723,""py"":0.39220741391181946,""pz"":0.033011842519044876,""sx"":0.0020000000949949026,""sy"":0.0020000000949949026,""sz"":0.0020000000949949026,""rx"":0.7789171934127808,""ry"":0.2207026332616806,""rz"":0.4286356568336487,""time_left"":4.867999076843262}",
995,2023-03-10 12:06:26.366000+00:00,2023-03-10T12:06:26.366Z,Android2,Swiped,Right,"{""score"":{""raw"":0}}"
994,2023-03-10 12:06:27.730000+00:00,2023-03-10T12:06:27.730Z,Tablet 2,Swiped,Left,"{""score"":{""raw"":0}}"
993,2023-03-10 12:06:27.816000+00:00,2023-03-10T12:06:27.816Z,Teacher,Ended,5/test,
992,2023-03-10 12:06:28.490000+00:00,2023-03-10T12:06:28.490Z,iPad1,Swiped,Left,"{""score"":{""raw"":0}}"
